Date,PM25,PM10,NO,NO2,NOX,NH3,SO2 ,CO,O3,TE,RH,WS ,WD,SR
01-01-2020,57.91,95.28,12.18,17.6,29.38,12.5,1.73,0.33,30.78,28.42,70.65,1.72,331.01,292.99
02-01-2020,57.91,94.48,12.19,17.6,29.39,12.5,1.73,0.44,39.55,28.41,69.36,1.71,330.92,316.56
03-01-2020,55.39,95.75,12.19,17.6,29.39,12.5,2.35,0.36,40.78,28.1,67.85,1.79,331.46,147.75
04-01-2020,49.43,85.57,12.17,17.6,29.37,12.49,2.06,0.43,43.66,28.72,64.05,1.72,331.23,302.65
05-01-2020,50.33,78.91,12.19,17.59,29.38,12.5,2.45,0.38,43.6,28.9,64,1.67,330.69,298.67
06-01-2020,42.8,70.37,12.18,17.6,29.38,12.5,1.41,0.47,40.16,28.41,69.98,1.73,330.73,289.5
07-01-2020,47.04,73.86,12.18,17.6,29.38,12.49,1.62,0.45,31.71,28.45,71.82,2.04,331.24,283.93
08-01-2020,49.81,104.45,12.18,17.6,29.38,12.49,3.08,0.34,36.5,28.76,62.32,2.47,331.7,294.56
09-01-2020,39.22,75.77,12.16,17.6,29.37,12.49,3.53,0.29,30.43,28.54,63.51,2.61,328.71,297.87
10-01-2020,40.13,73.46,12.18,17.6,29.38,12.5,2.6,0.34,27.17,28.14,63.75,2.31,327.7,285.6
11-01-2020,35.78,67.19,12.17,17.6,29.36,12.49,2.33,0.41,23.14,28.31,61.79,1.85,323.39,295.6
12-01-2020,38.29,68.45,12.15,17.61,29.36,12.49,2.35,0.26,23.94,28.4,64.06,2,324.05,323.51
13-01-2020,41.38,86.85,12.1,17.59,29.29,12.48,1.83,0.28,26.09,28.77,65.9,2.34,328.14,298.31
14-01-2020,35.69,80.19,12.1,17.59,29.3,12.48,2.33,0.13,25.82,28.79,63.19,2.39,327.19,307.9
15-01-2020,42.79,83.54,12.1,17.59,29.3,12.48,2.23,0.19,26.21,28.58,64.62,2.15,328.31,330.69
16-01-2020,32.46,60.93,12.11,17.6,29.3,12.48,2.03,0.14,27.69,28.78,63.43,2.32,328.59,325.96
17-01-2020,33.31,72.48,12.09,17.59,29.29,12.48,2.82,0.17,35.41,28.41,64.03,2.43,328.57,322.71
18-01-2020,40.63,73.56,12.1,17.6,29.3,12.48,2.74,0.17,44.46,28.42,64.71,2.1,329,334.72
19-01-2020,42.79,79.39,12.11,17.6,29.3,12.48,3.26,0.15,58.45,28.61,68.03,2.08,330.25,350.34
20-01-2020,42.21,77.84,12.11,17.6,29.31,12.48,1.99,0.25,50.12,28.98,67.32,1.88,330.16,325.31
21-01-2020,48.33,86.16,12.12,17.6,29.31,12.48,2.55,0.4,45.47,29.17,68.29,1.95,330.6,313.56
22-01-2020,46.83,78.17,12.1,17.59,29.29,12.48,1.42,0.42,35.38,29.23,69.2,2,329.07,408.04
23-01-2020,47.29,79.26,12.11,17.59,29.3,12.48,1.58,0.39,28.89,29.17,71.49,1.99,322.78,380.89
24-01-2020,40.49,71.55,12.1,17.59,29.3,12.48,1.79,0.32,32.78,29.17,66.7,2.12,319.41,337.05
25-01-2020,35.49,69.1,12.11,17.6,29.3,12.49,2.7,0.27,33.01,28.85,60.76,2.27,318.61,325.15
26-01-2020,35.64,60.59,12.1,17.6,29.3,12.48,2.46,0.22,26.94,28.78,66.56,1.87,318.92,315.07
27-01-2020,43.44,70.79,12.09,17.59,29.29,12.48,1.94,0.23,30.76,29,66.9,1.84,318.05,307.04
28-01-2020,41.19,67.78,12.1,17.6,29.3,12.48,2.02,0.2,33.84,29.11,68.5,2.17,316.8,328.05
29-01-2020,36.88,60.11,12.09,17.6,29.29,12.48,2.02,0.11,29.16,28.99,69.07,1.85,316.81,353.15
30-01-2020,37.76,61.7,12.1,17.6,29.29,12.48,1.23,0.12,24.22,29.26,69.44,2.1,316.86,363.12
31-01-2020,39.45,66.03,12.09,17.6,29.29,12.48,1.7,0.07,25.66,29.44,66.32,2.17,316.85,337.45
01-02-2020,45.86,71.09,12.09,17.6,29.29,12.48,1.3,0.22,23.02,29.55,69.76,1.96,316.82,308.05
02-02-2020,41.4,61.46,12.1,17.59,29.3,12.48,1.14,0.2,24.9,29.92,69.79,2,316.83,355.25
03-02-2020,43.53,68.8,12.09,17.6,29.29,12.48,1.31,0.26,25.26,29.98,68.66,2.36,316.72,540.61
04-02-2020,68.06,112.56,8.16,9.98,18.64,0.02,2.4,0.6,45.97,27.3,67.41,1.9,313.9,276.64
05-02-2020,68.57,116.28,7.98,10,18.48,0.02,2.4,0.56,43.72,27.86,65.41,1.87,314,271.71
06-02-2020,64.46,107.44,7.97,9.99,18.46,0.03,2.64,0.42,50.62,27.41,67.8,1.95,314.03,280.09
07-02-2020,48.45,99.34,8.08,11.55,19.95,5.56,2.83,0.32,42,26.81,67.17,2.42,314.17,294.11
08-02-2020,38.3,77.32,8.87,14,22.89,10.75,2.06,0.42,33.55,25.88,63.76,2.28,314.14,274.06
09-02-2020,41.06,69.72,8.46,13.98,22.46,10.75,2.15,0.5,32.55,26.18,61.3,1.9,316.19,270.49
10-02-2020,41.36,76.86,9.31,13.99,23.32,10.76,2.91,0.56,32.51,26.77,60.3,1.99,319.71,271.63
11-02-2020,49.13,91.77,8.74,14.91,19.28,8.11,1.98,0.46,38.08,27.83,60.54,1.83,322.12,300.4
12-02-2020,62.36,112.3,7.97,18.6,14.61,5.25,2.55,0.58,41.88,27.83,62.68,1.95,320.39,300.48
13-02-2020,60.59,105.29,7.98,12.6,20.62,16.5,3.2,0.56,53.35,28.02,64.81,1.86,320.66,326.28
14-02-2020,69.29,122.12,9.07,13.63,23.55,19.06,2.96,0.35,46.84,28,69.83,1.92,321.25,291.64
15-02-2020,68.56,105.54,10.17,14.59,26.36,21.5,2.53,0.43,41.55,27.89,72.2,1.72,323.19,299.15
16-02-2020,71.02,100.66,10.16,14.6,26.35,21.49,2.62,0.46,47.63,28.33,70.9,1.74,325.77,310.37
17-02-2020,80.14,122.24,10.17,14.59,26.36,21.5,2.39,0.55,44.27,28.46,67.22,2,323.7,316.57
18-02-2020,69.41,113.31,10.92,15.73,27.5,18.08,3.07,0.42,55.95,28.1,63.53,1.85,320.5,286.64
19-02-2020,70.69,112.1,12.16,17.6,29.36,12.49,2.47,0.49,46.94,27.84,69.08,1.74,320.85,290.08
20-02-2020,73.17,118.42,12.17,17.6,29.37,12.5,4.6,0.53,56.34,28.1,65.05,1.89,321.34,292.12
21-02-2020,69.49,106.06,12.18,17.6,29.37,12.5,1.86,0.48,31.22,28.29,62.93,1.96,321.79,292.95
22-02-2020,74.95,116.41,12.17,17.6,29.37,12.5,2.33,0.52,43.7,28.47,67.44,1.88,326.33,298.09
23-02-2020,61.32,99.91,12.17,17.6,29.37,12.5,2.41,0.47,44.79,28.73,61.78,1.8,329.4,266.55
24-02-2020,71.97,121.14,12.2,17.6,29.4,12.5,4.04,0.64,49.31,28.22,60.77,1.99,329.98,280.34
25-02-2020,68.04,104.53,12.18,17.6,29.38,12.5,2.34,0.41,39.96,27.8,68.76,1.9,330.61,292.6
26-02-2020,57.91,95.28,12.18,17.6,29.38,12.5,1.73,0.33,30.78,28.42,70.65,1.72,331.01,292.99
27-02-2020,57.91,94.48,12.19,17.6,29.39,12.5,1.73,0.44,39.55,28.41,69.36,1.71,330.92,316.56
28-02-2020,55.39,95.75,12.19,17.6,29.39,12.5,2.35,0.36,40.78,28.1,67.85,1.79,331.46,147.75
29-02-2020,49.43,85.57,12.17,17.6,29.37,12.49,2.06,0.43,43.66,28.72,64.05,1.72,331.23,302.65
01-03-2020,50.33,78.91,12.19,17.59,29.38,12.5,2.45,0.38,43.6,28.9,64,1.67,330.69,298.67
02-03-2020,42.8,70.37,12.18,17.6,29.38,12.5,1.41,0.47,40.16,28.41,69.98,1.73,330.73,289.5
03-03-2020,47.04,73.86,12.18,17.6,29.38,12.49,1.62,0.45,31.71,28.45,71.82,2.04,331.24,283.93
04-03-2020,49.81,104.45,12.18,17.6,29.38,12.49,3.08,0.34,36.5,28.76,62.32,2.47,331.7,294.56
05-03-2020,39.22,75.77,12.16,17.6,29.37,12.49,3.53,0.29,30.43,28.54,63.51,2.61,328.71,297.87
06-03-2020,40.13,73.46,12.18,17.6,29.38,12.5,2.6,0.34,27.17,28.14,63.75,2.31,327.7,285.6
07-03-2020,35.78,67.19,12.17,17.6,29.36,12.49,2.33,0.41,23.14,28.31,61.79,1.85,323.39,295.6
08-03-2020,38.29,68.45,12.15,17.61,29.36,12.49,2.35,0.26,23.94,28.4,64.06,2,324.05,323.51
09-03-2020,41.38,86.85,12.1,17.59,29.29,12.48,1.83,0.28,26.09,28.77,65.9,2.34,328.14,298.31
10-03-2020,35.69,80.19,12.1,17.59,29.3,12.48,2.33,0.13,25.82,28.79,63.19,2.39,327.19,307.9
11-03-2020,42.79,83.54,12.1,17.59,29.3,12.48,2.23,0.19,26.21,28.58,64.62,2.15,328.31,330.69
12-03-2020,32.46,60.93,12.11,17.6,29.3,12.48,2.03,0.14,27.69,28.78,63.43,2.32,328.59,325.96
13-03-2020,33.31,72.48,12.09,17.59,29.29,12.48,2.82,0.17,35.41,28.41,64.03,2.43,328.57,322.71
14-03-2020,40.63,73.56,12.1,17.6,29.3,12.48,2.74,0.17,44.46,28.42,64.71,2.1,329,334.72
15-03-2020,42.79,79.39,12.11,17.6,29.3,12.48,3.26,0.15,58.45,28.61,68.03,2.08,330.25,350.34
16-03-2020,42.21,77.84,12.11,17.6,29.31,12.48,1.99,0.25,50.12,28.98,67.32,1.88,330.16,325.31
17-03-2020,48.33,86.16,12.12,17.6,29.31,12.48,2.55,0.4,45.47,29.17,68.29,1.95,330.6,313.56
18-03-2020,46.83,78.17,12.1,17.59,29.29,12.48,1.42,0.42,35.38,29.23,69.2,2,329.07,408.04
19-03-2020,47.29,79.26,12.11,17.59,29.3,12.48,1.58,0.39,28.89,29.17,71.49,1.99,322.78,380.89
20-03-2020,40.49,71.55,12.1,17.59,29.3,12.48,1.79,0.32,32.78,29.17,66.7,2.12,319.41,337.05
21-03-2020,35.49,69.1,12.11,17.6,29.3,12.49,2.7,0.27,33.01,28.85,60.76,2.27,318.61,325.15
22-03-2020,35.64,60.59,12.1,17.6,29.3,12.48,2.46,0.22,26.94,28.78,66.56,1.87,318.92,315.07
23-03-2020,43.44,70.79,12.09,17.59,29.29,12.48,1.94,0.23,30.76,29,66.9,1.84,318.05,307.04
24-03-2020,41.19,67.78,12.1,17.6,29.3,12.48,2.02,0.2,33.84,29.11,68.5,2.17,316.8,328.05
25-03-2020,36.88,60.11,12.09,17.6,29.29,12.48,2.02,0.11,29.16,28.99,69.07,1.85,316.81,353.15
26-03-2020,37.76,61.7,12.1,17.6,29.29,12.48,1.23,0.12,24.22,29.26,69.44,2.1,316.86,363.12
27-03-2020,39.45,66.03,12.09,17.6,29.29,12.48,1.7,0.07,25.66,29.44,66.32,2.17,316.85,337.45
28-03-2020,45.86,71.09,12.09,17.6,29.29,12.48,1.3,0.22,23.02,29.55,69.76,1.96,316.82,308.05
29-03-2020,41.4,61.46,12.1,17.59,29.3,12.48,1.14,0.2,24.9,29.92,69.79,2,316.83,355.25
30-03-2020,43.53,68.8,12.09,17.6,29.29,12.48,1.31,0.26,25.26,29.98,68.66,2.36,316.72,540.61
31-03-2020,44.505,66.515,12.095,17.595,29.295,12.48,1.03,0.325,24.88,30.22,70.395,2.275,316.71,549.51
01-04-2020,45.283,66.383,12.096,17.594,29.296,12.48,0.897,0.38,24.948,30.419,71.1,2.336,316.672,615.178
02-04-2020,46.061,66.251,12.097,17.593,29.297,12.48,0.764,0.435,25.016,30.618,71.805,2.397,316.634,680.846
03-04-2020,46.839,66.119,12.098,17.592,29.298,12.48,0.631,0.49,25.084,30.817,72.51,2.458,316.596,746.514
04-04-2020,47.617,65.987,12.099,17.591,29.299,12.48,0.498,0.545,25.152,31.016,73.215,2.519,316.558,812.182
05-04-2020,33.4,46.735,15.99,22.25,37.64,14.97,2.16,0.19,24.255,29.045,73.1,1.445,311.605,66.505
06-04-2020,34.05,53.28,12.26,17.6,29.46,12.51,1.94,0.21,22.74,29.31,70.54,1.76,311.67,139.27
07-04-2020,27.26,42.51,12.13,17.6,29.33,12.49,1.53,0.11,26.47,28.13,70.97,1.67,311.67,218.55
08-04-2020,35.77,56.87,8.81,13.44,22.11,10.22,1.95,0.19,24.57,28.6,67.91,2.14,311.71,362.84
09-04-2020,28.56,55.6,4.67,8.3,12.97,7.57,1.09,0.15,23.44,28.66,65.85,2.3,311.8,364.08
10-04-2020,24.75,42.9,4.66,8.3,12.96,7.57,2.55,0.16,45.17,29.76,61.49,1.97,311.83,545.13
11-04-2020,27.23,43.29,4.68,8.3,12.97,7.57,1.7,0.35,33.86,29.93,64.47,1.81,311.85,539.23
12-04-2020,29.25,48.73,4.65,8.29,12.94,7.56,1.16,0.23,19.13,28.05,77.94,1.87,311.85,377.75
13-04-2020,41.38,66.62,4.67,8.3,12.98,7.56,1.81,0.16,33.38,31.34,66.41,2.68,311.89,630.79
14-04-2020,40.57,67.28,4.67,8.29,12.97,7.57,1.07,0.17,23.47,30.34,68.44,1.98,311.92,567.43
15-04-2020,41.73,63.66,4.67,8.3,12.98,7.56,1.53,0.19,19.75,30.33,67.91,2.14,311.99,372.51
16-04-2020,38.72,61.34,4.68,8.3,12.98,7.57,0.6,0.33,16.72,30.26,66.28,2.15,312.03,316.56
17-04-2020,37.81,58.32,5.14,8.93,13.9,7.56,1.69,0.2,18.2,30.21,68.1,2.2,312.11,317.17
18-04-2020,37.92,54.86,6.03,9.99,15.79,8.5,1.09,0.2,17.11,30.55,66.16,2.02,309.18,314.23
19-04-2020,37.03,54.49,10.01,14.49,24.51,14.5,1.43,0.21,18.55,30.67,65.86,1.75,291.99,238.37
20-04-2020,39.35,59.94,10,14.5,24.51,14.5,1.56,0.26,15.23,31,66.93,1.71,291.52,256.42
21-04-2020,34.94,52.92,10,14.51,24.5,14.5,1.05,0.27,11.38,30.71,68.5,1.95,295.92,223.62
22-04-2020,29.85,40.82,10,14.51,24.49,14.51,1.8,0.27,19.83,30.41,67.01,1.97,296.79,229.1
23-04-2020,28.64,43.61,10.01,14.5,24.5,14.5,1.2,0.12,12.19,30.45,67.28,2.24,302.18,229.7
24-04-2020,32.35,46.28,10,14.49,24.51,14.5,1.59,0.27,11.46,26.76,75.09,1.73,291.36,114.59
25-04-2020,38.58,61.77,9.99,14.51,24.5,14.5,2.16,0.2,9.45,29.09,71.79,2.03,297.56,247.29
26-04-2020,33.27,50.55,10.05,14.99,25.07,14.77,1.5,0.18,9.54,28.56,75.55,1.91,295.46,232.89
27-04-2020,21.49,35.87,10.21,16.2,26.39,15.36,1.78,0.17,14.67,28.85,71.72,2.04,298.02,331.85
28-04-2020,29.38,55.29,10.19,16.21,26.41,15.38,2.1,0.16,12.75,29.76,68.76,2.12,299.13,291.55
29-04-2020,24.33,51.13,10.19,16.21,26.39,15.41,1.04,0.21,13.3,29.9,66.7,1.76,291.65,188.4
30-04-2020,35.21,57.73,10.21,16.19,26.4,15.4,1.29,0.1,11.68,29.45,69.92,2.13,299.58,231.6
01-05-2020,25.35,41,10.2,16.2,26.4,15.39,0.93,0.28,11.7,29.53,70.55,2.2,301.38,243.82
02-05-2020,25.44,41.44,10.21,16.22,26.4,15.45,1.42,0.28,12.32,28.96,73.08,2.43,306,228.34
03-05-2020,24.89,40.21,10.2,16.2,26.4,15.39,1.49,0.32,15.32,29.13,71.6,2.02,297.8,248.11
04-05-2020,28.92,45.5,10.19,16.2,26.4,15.41,1.81,0.35,20.92,30.19,68.76,2.11,299.51,242.92
05-05-2020,30.93,50.83,10.19,16.2,26.41,15.42,0.91,0.33,16.91,30.47,69.89,2.14,300,235.91
06-05-2020,27.41,45.19,10.21,16.21,26.4,15.38,1.2,0.36,15.5,29.38,69.83,1.99,296.76,242.05
07-05-2020,21.52,36.92,10.21,16.2,26.39,15.36,1.29,0.32,12.21,29.22,68.88,2.01,297.08,262.33
08-05-2020,16.97,28.65,10.21,16.2,26.39,15.36,1.96,0.23,18.26,28.21,75.98,1.84,293.63,194.64
09-05-2020,25.57,44.37,10.18,16.19,26.4,15.38,0.83,0.05,10.5,29.84,72.95,2.01,297.25,287.82
10-05-2020,27.75,46.98,10.2,16.2,26.39,15.44,1.28,0.27,9.41,29.86,71.85,1.86,293.86,248.9
11-05-2020,30.63,49.06,10.21,16.2,26.4,15.46,0.79,0.37,9.81,29.79,72.91,1.83,293.01,217.42
12-05-2020,31.28,50.01,10.2,16.2,26.4,15.38,1.21,0.43,12.09,30.32,67.96,1.9,294.51,255.33
13-05-2020,40.03,55.96,10.2,16.2,26.39,15.41,1.41,0.49,9.61,29.71,70.82,1.77,292.05,233.9
14-05-2020,37.22,64.92,10.2,16.21,26.4,15.4,1.26,0.22,5,30.33,68.53,2.03,297.62,312.93
15-05-2020,24.05,44.89,10.19,16.19,26.41,15.43,2.3,0.26,10.31,28.78,73.09,2.05,298.22,257.5
16-05-2020,18.02,29.31,10.21,16.21,26.41,15.35,1.17,0.26,9.85,28.44,76.54,2.13,299.25,177.12
17-05-2020,31.75,57.18,10.2,16.21,26.42,15.45,1.32,0.22,8.82,29.55,73.6,2.42,306.64,270.09
18-05-2020,23.32,33.96,10.18,16.2,26.4,15.4,1.53,0.34,8.7,25.68,84.7,2,297.11,159.16
19-05-2020,34.8,67.9,10.2,16.19,26.38,15.44,1.58,0.19,3.25,28.8,76.54,2.18,300.81,223.11
20-05-2020,30.9,61.53,10.21,16.19,26.42,15.4,0.69,0.34,3.03,29.29,72.78,1.54,287.53,296.63
21-05-2020,20.51,41.77,10.19,16.19,26.4,15.42,1.37,0.2,3.47,29.18,76.3,1.53,287.16,271.13
22-05-2020,20.83,41.07,10.21,16.21,26.38,15.4,0.74,0.29,3.01,29.62,72.24,2.11,299.43,304.72
23-05-2020,25.14,47.66,10.2,16.18,26.4,15.37,0.82,0.25,2.88,30.01,69.86,2.2,301.01,286.89
24-05-2020,24.63,46.43,10.2,16.19,26.39,15.37,0.76,0.19,2.84,30.12,70.15,2.17,300.51,315.32
25-05-2020,25.01,49.25,10.2,16.21,26.41,15.47,1,0.1,2.76,30.3,71,2.19,301.01,233.98
26-05-2020,23.99,47.91,10.19,16.19,26.4,15.41,0.51,0.09,3.41,30.69,70.64,2,296.64,218.87
27-05-2020,26.74,58.91,10.18,16.18,26.41,15.45,0.87,0.34,4.2,29.91,73.81,2.16,300.92,189.77
28-05-2020,23.5,44.76,10.21,16.21,26.38,15.38,0.81,0.24,0.88,28.85,74.14,2.43,307,221.73
29-05-2020,23.12,41.27,10.2,16.2,26.4,15.38,1.07,0.32,0.11,28.34,78.88,1.9,295.75,214.92
30-05-2020,24.28,33.07,10.2,16.2,26.39,15.36,1.39,0.31,1.23,28.8,72.27,1.91,295.15,330.34
31-05-2020,23.49,34.36466667,10.20266667,16.19933333,26.38533333,15.33733333,1.298666667,0.397333333,1.24984127,27.92066667,76.59666667,1.955333333,296.8226667,285.126
01-06-2020,23.21857143,31.07980952,10.20438095,16.19961905,26.38161905,15.31704762,1.400666667,0.444190476,0.837370227,27.47466667,77.49380952,1.91447619,296.0829524,299.4662857
02-06-2020,9.7,17.08,10.21,16.2,26.39,15.37,2.16,0.28,0.424899185,26.03,86.17,1.85,294.22,117.53
03-06-2020,15.53,23.72,10.18,16.21,26.4,15.43,0.93,0.19,0.012428142,25.19,90.4,1.72,291.62,140.91
04-06-2020,15.33,23.49,10.2,16.19,26.41,15.42,1.58,0.36,-0.4000429,26.08,89.23,1.47,286.15,143.43
05-06-2020,15.98,28,10.21,16.2,26.4,15.34,0.86,0.33,-0.812513943,26.99,82.79,1.43,285.42,205.6
06-06-2020,13.18,21.48,10.21,16.19,26.39,15.41,0.98,0.13,-1.224984985,26.82,83.54,1.71,291.16,212.27
07-06-2020,14.98,23.74,10.19,16.21,26.41,15.37,1.54,0.13,0.51,25.52,82.06,1.58,288.27,189.18
08-06-2020,18.71,29.8,10.2,16.2,26.4,15.4,2.28,0.32,0.96,26.5,79.62,1.62,288.54,227.14
09-06-2020,22.92,38.23,10.19,16.2,26.41,15.38,1.35,0.23,0.32,27.61,78.27,1.8,292.86,221.32
10-06-2020,21.79,38.56,10.19,16.21,26.39,15.4,1.51,0.24,0.5,26.1,84.22,1.71,291.32,221.13
11-06-2020,18.43,28.69,10.19,16.2,26.4,15.38,1.15,0.13,0.06,26.3,81.67,1.6,288.68,210.33
12-06-2020,19.34,29.02,10.2,16.19,26.4,15.43,1.23,0.52,1.12,25.89,79.61,1.69,290.94,251.67
13-06-2020,21.77,31.68,10.19,16.19,26.4,15.36,0.98,0.45,0.07,24.72,88.91,1.5,287.07,159.51
14-06-2020,14.55,21.44,10.2,16.21,26.4,15.35,1.44,0.21,0.18,24.83,90.82,1.47,286.27,180.73
15-06-2020,21.02,32.77,10.19,16.21,26.41,15.42,1.04,0.5,0.02,25.67,86.6,1.5,286.9,205.11
16-06-2020,19.2,31.34,10.2,16.2,26.4,15.37,1.65,0.35,0.6,26.13,86.51,1.53,287.54,230.62
17-06-2020,23.14,33.08,10.2,16.2,26.4,15.41,0.98,0.47,0.3,24.94,90.24,1.58,288.77,188.1
18-06-2020,21.12,33.42,10.2,16.2,26.41,15.39,1.34,0.27,0.32,25.53,84.27,1.63,289.28,198.36
19-06-2020,19.29,29.68,10.19,16.2,26.4,15.43,1.67,0.18,0.55,26.54,80.87,1.72,290.87,236.01
20-06-2020,17,27.19,9.88,15.8,25.71,14.76,1.27,0.13,0.82,26.89,81.68,1.54,287.23,277.47
21-06-2020,12.96,20.71,7.01,12.2,19.4,8.41,0.84,0.14,0.17,24.71,91.48,1.58,288.83,174.47
22-06-2020,13.15,20.05,7.02,12.23,19.39,8.43,0.55,0.27,0.5,25.14,85.17,1.67,289.99,198.91
23-06-2020,19.14,32.23,6.99,12.18,19.4,8.41,1.21,0.22,1.06,26.8,80.54,1.63,289.43,244.98
24-06-2020,17.82,29.93,6.99,12.19,19.39,8.38,0.83,0.18,0.62,26.49,82.14,1.62,288.9,250.8
25-06-2020,14.56,22.76,6.98,12.22,19.39,8.43,0.49,0.11,0.16,26.28,84.15,1.55,287.44,306.15
26-06-2020,16.60866667,27.24733333,6.019333333,11.00533333,17.28466667,6.294,0.538,0.172,0.416,26.44666667,82.16333333,1.611333333,288.7066667,283.976
27-06-2020,10.28,13.46,7,12.22,19.39,8.41,1.83,0.11,1.29,25.75,86.99,1.5,286.66,146.45
28-06-2020,13.62,21.39,7.01,12.21,19.39,8.39,0.82,0.11,0.71,26.13,85.65,1.68,290.31,162.84
29-06-2020,16.31,24.77,7.03,12.2,19.39,8.41,0.93,0.15,0.81,25.82,86.86,1.79,292.92,164.15
30-06-2020,15.67,22.53,7.01,12.18,19.38,8.4,1.17,0.12,0.77,26.21,82.28,1.95,296.22,247.55
01-07-2020,14.55,21.37,6.99,12.21,19.4,8.33,0.68,0.24,0.16,25.98,86.96,1.45,285.56,187.2
02-07-2020,14.12,22.49,6.98,12.21,19.4,8.42,1,0.3,0.640142857,24.93,90.03,1.42,285.13,152.88
03-07-2020,16.04,22.05,6.94,12.21,19.4,8.42,1.55,0.26,0.645285714,24.75,91.28,1.54,287.34,187.56
04-07-2020,17.67,24.23,7.01,12.22,19.4,8.45,0.42,0.28,0.650428571,24.42,92.35,1.41,284.79,174.9
05-07-2020,17.66,32.41,7.06,12.24,19.38,8.39,1.54,0.2,0.655571429,25.39,89.8,1.51,286.88,273.02
06-07-2020,18.79,37.58,7.05,12.26,19.4,8.37,0.73,0.13,0.660714286,26.59,85.36,1.73,292.62,116.8
07-07-2020,17.19,26.04,6.98,12.21,19.41,8.38,0.73,0.27,0.665857143,24.19,92.98,1.53,287.7,104.55
08-07-2020,23.49,33.96,7,12.2,19.39,8.4,0.8,0.61,0.671,24.46,92.66,1.34,283.22,166.98
09-07-2020,15.75,22.39,7.01,12.18,19.4,8.42,2.21,0.23,0.676142857,24.58,89.72,1.71,291.08,246.49
10-07-2020,17.08,28.97,7,12.17,19.4,8.4,1.33,0.26,0.681285714,25.89,84.76,1.55,287.41,286.25
11-07-2020,13.99,23.31,7,12.22,19.41,8.39,1.34,0.21,0.686428571,26.1,83.69,1.49,286.55,275.58
12-07-2020,8.25,14.95,7.02,12.19,19.42,8.38,1.7,0.15,1.29,26.31,82.14,1.74,291.42,302.59
13-07-2020,14.46,22.2,7.02,12.21,19.4,8.4,1.4,0.17,0.69,25.92,83.21,2.16,300.27,262.56
14-07-2020,14.44,21.81,7.03,12.17,19.39,8.38,0.5,0.22,0.810751128,25.7,84.54,1.88,294.23,190.36
15-07-2020,19.46,26.63,6.98,12.22,19.4,8.38,0.62,0.26,0.823447154,24.91,90.57,1.42,284.82,147.13
16-07-2020,15.04,22.34,7.03,12.19,19.4,8.41,0.82,0.32,0.06,24.51,91.23,1.56,288.05,177.89
17-07-2020,18.33,26.25,6.97,12.21,19.4,8.4,0.76,0.61,1.2,23.66,93.17,1.51,287.64,153.14
18-07-2020,19.29,28.85,7.01,12.21,19.39,8.44,1.37,0.32,1.65,24.59,89.92,1.47,286.1,200.14
19-07-2020,16.44,28.32,6.96,12.22,19.41,8.44,1.73,0.18,2.25,25.98,85.69,1.79,292.42,294.74
20-07-2020,20.43,32.86,7.01,12.21,19.41,8.39,0.57,0.26,2.74,26.78,84.52,1.67,290.07,253
21-07-2020,12.09,22.83,7,12.21,19.41,8.43,0.84,0.28,1.94,27.39,78.76,1.55,287.46,297.6
22-07-2020,17.89,32.83,6.99,12.21,19.4,8.39,1.4,0.17,2.46,28,77.79,1.53,286.96,344.88
23-07-2020,16.93,29.12,7.01,12.21,19.4,8.44,0.57,0.15,2.81,27.83,80.12,1.65,289.51,331.06
24-07-2020,10.22,20.15,7.01,12.2,19.4,8.41,0.83,0.08,3.2,26.65,82.99,1.94,296.21,319.92
25-07-2020,10.44,15.86,7.02,12.22,19.4,8.42,1.19,0.1,2.62,26.06,85.36,1.58,288.63,356.17
26-07-2020,12.91,19.45,7.03,12.17,19.39,8.35,1.4,0.21,2.44,26.83,80.48,1.5,286.83,310.41
27-07-2020,19.7,34.56,7.01,12.18,19.41,8.41,1.43,0.34,2.53,26.47,76.84,1.75,291.77,270.34
28-07-2020,12.53,20.91,7.01,12.22,19.38,8.4,1.44,0.18,2.7,26.57,81.58,2.04,297.94,322.54
29-07-2020,11.11,17.95,6.97,12.2,19.4,8.42,1.25,0.12,2.34,24.53,90.18,1.98,296.56,304
30-07-2020,10.69,18.43,7.01,12.17,19.41,8.39,1.15,0.31,2.14,25.48,85.75,1.51,287.11,301.18
31-07-2020,10.28,17.26,7,12.16,19.4,8.42,0.58,0.24,2.72,25.28,87.5,1.66,290.09,265.75
01-08-2020,9.02,15.59,6.99,12.19,19.41,8.44,1.74,0.18,2.81,24.06,84.29,1.76,292.16,266.37
02-08-2020,7.44,11.81,7.03,12.2,19.39,8.42,1.17,0.17,2.88,26.20114943,81.89574713,1.41,284.8,220.14
03-08-2020,13.68,25.85,7.01,12.18,19.39,8.38,0.52,0.28,1.65,26.23589025,81.63261253,1.83,293.58,225.24
04-08-2020,17.16,37.77,7.01,12.21,19.39,8.4,1.48,0.21,2.03,26.27063107,81.36947794,2.12,300.46,138.46
05-08-2020,13.15,31.33,7,12.16,19.42,8.31,0.63,0.54,0.22,26.30537189,81.10634334,1.85,286.94,107.57
06-08-2020,14.13333333,37.13,6.996666667,12.16333333,19.43,8.293333333,0.986666667,0.603333333,-0.13,26.34011272,80.84320875,1.953333333,287.02,39.42
07-08-2020,18.1,34.47,7.01,12.18,19.39,8.44,0.3,0.33,2.27,26.37485354,80.58007416,1.95,297.39,131.55
